Div,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
I1,Inter,Chievo,2,0,H,1,0,H,16,3,11,0,10,17,17,0,2,3,0,1
I1,Genoa,Cagliari,1,1,D,0,1,A,16,4,9,3,13,21,11,3,2,1,1,0
I1,Sassuolo,Roma,0,0,D,0,0,D,9,17,3,6,10,10,5,5,2,4,0,0
I1,Udinese,Spal,3,2,H,3,0,H,10,12,4,5,17,13,8,6,4,4,0,0
I1,Chievo,Sampdoria,0,0,D,0,0,D,4,9,1,6,13,9,4,7,3,0,1,0
I1,Empoli,Torino,4,1,H,1,0,H,11,10,9,6,12,19,7,3,1,1,0,0
I1,Juventus,Atalanta,1,1,D,0,1,A,11,11,4,7,15,14,5,8,3,1,1,0
I1,Milan,Frosinone,2,0,H,0,0,D,9,6,3,2,13,7,5,7,1,0,0,0
I1,Napoli,Inter,4,1,H,1,0,H,14,10,6,7,8,10,3,12,3,1,0,0
I1,Parma,Fiorentina,1,0,H,0,0,D,9,12,5,6,15,22,3,7,0,1,0,0
I1,Lazio,Bologna,3,3,D,1,0,H,10,13,5,6,11,11,4,6,2,1,0,0
I1,Bologna,Napoli,3,2,H,2,0,H,10,15,5,8,11,8,5,8,0,1,0,0
I1,Frosinone,Chievo,0,0,D,0,0,D,10,2,5,2,15,18,8,2,2,2,0,0
I1,Atalanta,Sassuolo,3,1,H,1,1,D,13,4,5,3,10,15,7,4,2,4,0,2
I1,Cagliari,Udinese,1,2,A,1,0,H,12,9,5,5,17,12,12,3,2,2,0,0
I1,Fiorentina,Genoa,0,0,D,0,0,D,5,2,5,1,12,9,4,1,1,2,0,0
I1,Inter,Empoli,2,1,H,0,0,D,20,9,15,5,11,9,8,2,4,2,1,1
I1,Roma,Parma,2,1,H,1,0,H,16,9,8,5,13,8,13,8,2,1,0,0
I1,Sampdoria,Juventus,2,0,H,0,0,D,10,6,3,1,6,12,7,6,0,2,0,0
I1,Spal,Milan,2,3,A,1,2,A,7,16,4,8,17,13,8,4,2,2,0,0
I1,Torino,Lazio,3,1,H,0,0,D,9,9,7,4,9,10,5,5,0,1,0,0
I1,Juventus,Cagliari,3,0,H,2,0,H,17,5,7,2,13,11,4,1,1,0,0,0
I1,Verona,Napoli,1,3,A,0,2,A,12,22,4,12,7,9,3,6,2,2,0,1
I1,Atalanta,Roma,0,1,A,0,1,A,14,6,6,1,14,16,4,1,1,2,0,0
I1,Bologna,Torino,1,1,D,1,1,D,13,9,3,3,18,10,0,8,2,1,0,0
I1,Crotone,Milan,0,3,A,0,3,A,6,19,2,10,9,14,2,9,1,3,1,0
I1,Inter,Fiorentina,3,0,H,2,0,H,16,15,6,3,7,13,9,7,0,1,0,0
I1,Lazio,Spal,0,0,D,0,0,D,23,9,13,2,20,4,9,5,2,2,0,0
I1,Sampdoria,Benevento,2,1,H,1,1,D,16,18,6,7,10,10,6,7,1,2,0,0
I1,Sassuolo,Genoa,0,0,D,0,0,D,14,12,3,4,16,28,2,5,2,3,0,0
I1,Udinese,Chievo,1,2,A,1,1,D,18,10,5,3,11,10,5,4,2,2,0,0
I1,Benevento,Bologna,0,1,A,0,0,D,15,14,5,4,10,13,6,2,1,3,0,0
I1,Genoa,Juventus,2,4,A,2,2,D,9,17,3,7,13,8,1,4,4,3,0,0
I1,Roma,Inter,1,3,A,1,0,H,18,14,3,8,12,8,12,6,1,1,0,0
I1,Chievo,Lazio,1,2,A,1,1,D,13,13,5,3,8,8,9,6,1,1,0,0
I1,Crotone,Verona,0,0,D,0,0,D,13,5,4,0,13,11,1,3,1,3,0,0
I1,Fiorentina,Sampdoria,1,2,A,0,2,A,25,12,10,5,20,11,14,7,3,4,0,0
I1,Milan,Cagliari,2,1,H,1,0,H,15,14,5,4,20,17,2,6,2,1,0,0
I1,Napoli,Atalanta,3,1,H,0,1,A,10,14,4,2,15,9,9,6,1,2,0,0
I1,Spal,Udinese,3,2,H,1,0,H,10,11,4,3,9,14,0,7,3,1,0,0
I1,Torino,Sassuolo,3,0,H,1,0,H,14,19,5,2,13,16,5,11,1,1,0,0
I1,Juventus,Chievo,3,0,H,1,0,H,15,15,4,2,10,7,10,6,2,1,0,0
I1,Atalanta,Sassuolo,2,1,H,1,1,D,9,16,3,3,13,18,3,7,0,1,0,0
I1,Benevento,Torino,0,1,A,0,0,D,15,16,5,6,13,22,2,10,2,2,0,0
I1,Bologna,Napoli,0,3,A,0,0,D,5,17,2,7,10,16,5,7,5,1,0,0
I1,Cagliari,Crotone,1,0,H,1,0,H,13,9,4,2,16,16,6,4,2,1,0,0
I1,Inter,Spal,2,0,H,1,0,H,19,9,7,1,14,13,8,5,2,2,0,0
I1,Lazio,Milan,4,1,H,2,0,H,12,18,7,6,14,12,3,5,1,1,0,0
I1,Udinese,Genoa,1,0,H,1,0,H,14,12,5,2,12,17,1,8,4,0,1,1
I1,Verona,Fiorentina,0,5,A,0,3,A,14,20,2,10,12,11,8,6,2,1,0,0
I1,Crotone,Inter,0,2,A,0,0,D,12,7,4,3,10,6,8,6,1,2,0,0
I1,Fiorentina,Bologna,2,1,H,0,0,D,14,6,4,2,16,8,7,3,1,3,0,0
I1,Roma,Verona,3,0,H,2,0,H,30,8,10,1,7,12,8,1,1,1,0,1
I1,Chievo,Atalanta,1,1,D,0,0,D,15,10,4,6,13,11,6,5,2,0,0,0
I1,Genoa,Lazio,2,3,A,0,1,A,5,18,4,6,10,12,2,1,1,2,0,0
I1,Milan,Udinese,2,1,H,2,1,H,21,4,7,2,13,10,10,3,1,2,0,0
I1,Napoli,Benevento,6,0,H,4,0,H,27,6,14,0,6,7,8,1,0,1,0,0
I1,Sassuolo,Juventus,1,3,A,0,1,A,13,14,4,6,15,13,3,4,1,2,0,0
I1,Spal,Cagliari,0,2,A,0,1,A,12,11,3,3,12,21,7,4,1,3,0,0
I1,Torino,Sampdoria,2,2,D,2,2,D,13,11,3,5,14,15,3,6,2,1,0,0
I1,Bologna,Inter,1,1,D,1,0,H,14,11,3,3,12,18,4,11,4,3,0,0
I1,Atalanta,Crotone,5,1,H,3,0,H,14,7,11,5,5,19,3,3,0,1,0,0
I1,Benevento,Roma,0,4,A,0,2,A,16,21,5,7,10,8,2,9,2,0,0,0
I1,Cagliari,Sassuolo,0,1,A,0,0,D,17,14,3,6,21,10,5,2,3,3,0,0
I1,Genoa,Chievo,1,1,D,0,0,D,11,16,2,7,19,7,6,2,1,2,0,0
I1,Juventus,Fiorentina,1,0,H,0,0,D,12,9,5,0,10,23,3,1,1,2,0,1
I1,Lazio,Napoli,1,4,A,1,0,H,4,17,2,11,9,13,3,2,2,3,0,0
I1,Milan,Spal,2,0,H,1,0,H,20,6,7,0,19,15,9,8,1,2,0,0
I1,Udinese,Torino,2,3,A,0,2,A,16,13,6,8,17,13,12,1,1,5,0,0
I1,Verona,Sampdoria,0,0,D,0,0,D,14,17,6,5,17,6,4,7,3,1,0,0
I1,Juventus,Torino,4,0,H,2,0,H,23,6,10,1,16,12,6,3,1,4,0,1
I1,Roma,Udinese,3,1,H,3,0,H,18,14,8,5,9,10,5,8,0,1,0,0
I1,Spal,Napoli,2,3,A,1,1,D,6,21,2,12,9,11,4,6,3,1,0,0
I1,Cagliari,Chievo,0,2,A,0,0,D,15,16,3,4,25,16,6,2,2,2,1,0
I1,Crotone,Benevento,2,0,H,1,0,H,17,16,4,2,12,12,2,7,0,0,0,0
I1,Fiorentina,Atalanta,1,1,D,1,0,H,10,16,2,5,22,11,3,8,2,5,0,0
I1,Inter,Genoa,1,0,H,0,0,D,14,9,7,3,10,14,8,4,0,2,0,2
I1,Sampdoria,Milan,2,0,H,0,0,D,12,6,4,0,13,17,7,4,0,2,0,0
I1,Sassuolo,Bologna,0,1,A,0,0,D,8,8,3,4,11,15,3,6,3,4,1,0
I1,Verona,Lazio,0,3,A,0,2,A,9,12,2,5,8,13,3,4,2,2,0,0
I1,Genoa,Bologna,0,1,A,0,0,D,18,8,7,4,15,9,10,3,4,2,0,0
I1,Udinese,Sampdoria,4,0,H,1,0,H,15,13,7,2,12,10,3,4,4,2,0,1
I1,Atalanta,Juventus,2,2,D,1,2,A,7,16,3,8,22,11,0,3,3,1,0,0
I1,Benevento,Inter,1,2,A,1,2,A,11,22,2,7,13,10,1,11,2,3,0,0
I1,Chievo,Fiorentina,2,1,H,1,1,D,13,22,6,4,10,10,3,7,2,1,0,0
I1,Lazio,Sassuolo,6,1,H,1,1,D,22,8,13,6,13,8,5,4,2,3,0,0
I1,Milan,Roma,0,2,A,0,0,D,17,11,3,6,15,8,5,5,3,1,1,0
I1,Napoli,Cagliari,3,0,H,2,0,H,25,4,6,0,6,10,7,2,0,0,0,0
I1,Spal,Crotone,1,1,D,1,0,H,17,13,5,4,12,17,12,6,2,1,0,0
I1,Torino,Verona,2,2,D,2,0,H,12,20,5,7,11,15,6,5,1,4,0,1
I1,Juventus,Lazio,1,2,A,1,0,H,18,10,6,5,10,14,4,2,2,1,0,0
I1,Roma,Napoli,0,1,A,0,1,A,10,16,2,6,12,9,5,2,2,2,0,0
I1,Bologna,Spal,2,1,H,1,0,H,14,7,2,2,20,14,2,5,2,2,0,0
I1,Cagliari,Genoa,2,3,A,0,2,A,12,18,7,11,13,14,6,7,2,0,0,0
I1,Crotone,Torino,2,2,D,1,0,H,9,21,3,9,15,7,3,8,1,0,0,0
I1,Fiorentina,Udinese,2,1,H,1,0,H,13,8,6,2,11,14,4,4,1,1,0,0
I1,Inter,Milan,3,2,H,1,0,H,15,21,6,6,17,12,2,7,6,2,0,0
I1,Sampdoria,Atalanta,3,1,H,0,1,A,11,21,7,11,10,14,4,6,3,3,0,0
I1,Sassuolo,Chievo,0,0,D,0,0,D,18,9,4,2,8,15,6,8,2,0,0,0
I1,Verona,Benevento,1,0,H,0,0,D,13,8,3,1,15,12,5,3,4,3,0,1
I1,Napoli,Inter,0,0,D,0,0,D,12,11,3,2,9,9,5,7,1,1,0,0
I1,Sampdoria,Crotone,5,0,H,3,0,H,6,8,5,2,11,20,4,0,1,3,0,0
I1,Atalanta,Bologna,1,0,H,0,0,D,20,6,2,0,12,15,10,3,3,4,0,1
I1,Benevento,Fiorentina,0,3,A,0,1,A,9,14,1,7,16,18,3,5,2,1,0,0
I1,Chievo,Verona,3,2,H,2,1,H,22,11,8,3,8,11,5,4,2,3,0,1
I1,Lazio,Cagliari,3,0,H,2,0,H,10,12,3,5,12,15,4,5,1,4,0,0
I1,Milan,Genoa,0,0,D,0,0,D,18,12,7,2,14,21,5,3,0,2,1,0
I1,Spal,Sassuolo,0,1,A,0,1,A,13,12,2,2,18,15,10,3,3,3,0,1
I1,Torino,Roma,0,1,A,0,0,D,5,16,0,5,26,14,0,5,1,1,0,0
I1,Udinese,Juventus,2,6,A,1,2,A,11,13,4,5,19,9,1,6,6,3,0,1
I1,Inter,Sampdoria,3,2,H,2,0,H,24,12,8,2,12,11,8,4,2,2,0,0
I1,Atalanta,Verona,3,0,H,0,0,D,23,11,7,4,7,14,5,5,0,0,0,0
I1,Bologna,Lazio,1,2,A,0,2,A,7,14,3,3,12,9,10,4,2,2,0,0
I1,Cagliari,Benevento,2,1,H,1,0,H,13,9,5,3,26,15,5,2,5,1,0,0
I1,Chievo,Milan,1,4,A,0,2,A,9,17,3,4,12,10,1,1,2,3,0,0
I1,Fiorentina,Torino,3,0,H,1,0,H,15,5,7,0,22,22,5,6,1,3,0,1
I1,Genoa,Napoli,2,3,A,1,2,A,7,19,4,6,8,5,1,4,1,1,0,0
I1,Juventus,Spal,4,1,H,2,1,H,16,6,6,2,16,13,5,2,1,0,0,0
I1,Roma,Crotone,1,0,H,1,0,H,20,3,4,2,8,9,10,1,0,1,0,0
I1,Sassuolo,Udinese,0,1,A,0,1,A,11,8,3,2,15,19,6,3,2,3,0,0
I1,Milan,Juventus,0,2,A,0,1,A,11,9,4,4,21,10,5,6,2,0,0,0
I1,Roma,Bologna,1,0,H,1,0,H,15,10,3,2,10,13,7,5,1,4,0,0
I1,Benevento,Lazio,1,5,A,0,3,A,19,12,6,9,12,10,2,6,1,1,0,0
I1,Crotone,Fiorentina,2,1,H,2,1,H,11,17,5,3,19,17,3,5,3,3,0,0
I1,Napoli,Sassuolo,3,1,H,2,1,H,26,8,9,1,14,13,6,5,2,2,0,0
I1,Sampdoria,Chievo,4,1,H,3,1,H,15,13,7,6,9,11,8,6,2,3,0,0
I1,Spal,Genoa,1,0,H,0,0,D,7,13,3,2,14,24,4,5,4,3,0,0
I1,Torino,Cagliari,2,1,H,1,1,D,19,7,6,3,9,19,7,6,4,3,0,0
I1,Udinese,Atalanta,2,1,H,1,1,D,7,7,4,2,15,15,5,7,0,2,0,0
I1,Verona,Inter,1,2,A,0,1,A,10,17,2,4,12,9,4,7,4,2,0,0
I1,Bologna,Crotone,2,3,A,2,1,H,15,10,5,6,14,14,5,2,2,3,0,0
I1,Genoa,Sampdoria,0,2,A,0,1,A,14,11,2,5,22,8,5,2,4,2,0,0
I1,Atalanta,Spal,1,1,D,1,0,H,9,11,3,3,14,13,3,3,0,2,1,0
I1,Cagliari,Verona,2,1,H,1,1,D,22,9,9,2,11,15,8,2,2,4,0,0
I1,Chievo,Napoli,0,0,D,0,0,D,3,19,1,5,7,7,2,11,1,3,0,0
I1,Fiorentina,Roma,2,4,A,2,2,D,20,21,6,10,15,10,6,9,1,1,0,0
I1,Inter,Torino,1,1,D,0,0,D,20,7,5,3,19,12,8,3,3,5,0,0
I1,Juventus,Benevento,2,1,H,0,1,A,27,3,8,1,15,13,8,2,3,3,0,0
I1,Sassuolo,Milan,0,2,A,0,1,A,6,14,1,10,20,15,7,10,2,3,0,0
I1,Napoli,Milan,2,1,H,1,0,H,16,13,10,3,17,7,3,1,2,1,0,0
I1,Roma,Lazio,2,1,H,0,0,D,16,12,7,2,11,17,6,7,2,4,0,0
I1,Benevento,Sassuolo,1,2,A,0,0,D,13,15,6,5,26,11,6,5,4,1,1,0
I1,Crotone,Genoa,0,1,A,0,1,A,11,10,5,7,17,15,5,2,1,3,0,0
I1,Inter,Atalanta,2,0,H,0,0,D,8,8,4,1,10,13,1,2,0,2,0,0
I1,Sampdoria,Juventus,3,2,H,0,0,D,9,19,5,4,12,15,3,4,4,3,0,0
I1,Spal,Fiorentina,1,1,D,1,0,H,7,20,1,5,10,17,1,8,4,3,1,0
I1,Torino,Chievo,1,1,D,1,1,D,19,12,5,4,9,15,5,1,1,1,0,1
I1,Udinese,Cagliari,0,1,A,0,0,D,14,12,5,4,9,11,6,4,1,0,1,0
I1,Verona,Bologna,2,3,A,2,1,H,17,12,5,5,11,11,6,4,2,1,0,0
I1,Bologna,Sampdoria,3,0,H,2,0,H,11,20,6,7,5,13,5,12,2,2,1,0
I1,Cagliari,Inter,1,3,A,0,1,A,15,10,4,4,12,15,7,5,2,2,0,0
I1,Chievo,Spal,2,1,H,0,1,A,12,14,3,5,23,24,2,8,0,1,0,0
I1,Sassuolo,Verona,0,2,A,0,2,A,20,9,3,6,10,15,10,6,0,3,0,1
I1,Genoa,Roma,1,1,D,0,0,D,9,14,4,4,15,16,1,4,1,3,0,1
I1,Juventus,Crotone,3,0,H,0,0,D,25,4,10,1,8,9,7,0,2,2,0,0
I1,Lazio,Fiorentina,1,1,D,1,0,H,13,16,7,8,16,8,6,5,2,2,0,0
I1,Milan,Torino,0,0,D,0,0,D,17,8,6,2,15,20,5,4,0,2,0,0
I1,Udinese,Napoli,0,1,A,0,1,A,10,9,2,4,14,7,3,7,5,1,0,0
I1,Atalanta,Benevento,1,0,H,0,0,D,14,6,4,2,11,16,9,3,1,2,0,0
I1,Napoli,Juventus,0,1,A,0,1,A,21,7,6,4,9,5,10,3,2,1,0,0
I1,Roma,Spal,3,1,H,2,0,H,37,3,15,2,10,12,10,0,1,2,0,1
I1,Torino,Atalanta,1,1,D,1,0,H,9,14,4,6,9,13,5,7,2,2,0,0
I1,Benevento,Milan,2,2,D,0,1,A,17,12,6,7,16,12,4,3,3,5,0,1
I1,Bologna,Cagliari,1,1,D,0,1,A,13,8,3,2,15,20,5,3,6,2,0,0
I1,Fiorentina,Sassuolo,3,0,H,2,0,H,23,8,9,1,9,9,13,8,1,3,0,0
I1,Inter,Chievo,5,0,H,2,0,H,37,7,13,4,11,4,18,2,1,0,0,0
I1,Sampdoria,Lazio,1,2,A,0,0,D,16,14,3,3,10,12,5,6,0,1,0,0
I1,Crotone,Udinese,0,3,A,0,1,A,9,15,2,6,8,11,7,7,0,0,0,0
I1,Verona,Genoa,0,1,A,0,1,A,15,9,3,1,17,19,2,3,2,4,0,0
I1,Cagliari,Sampdoria,2,2,D,0,2,A,14,16,6,9,15,11,6,4,3,0,0,0
I1,Juventus,Inter,0,0,D,0,0,D,19,6,8,1,10,21,3,4,2,5,0,0
I1,Chievo,Roma,0,0,D,0,0,D,9,24,1,8,10,8,1,13,1,2,0,0
I1,Milan,Bologna,2,1,H,1,1,D,21,10,7,2,9,7,12,7,0,0,0,0
I1,Napoli,Fiorentina,0,0,D,0,0,D,10,6,4,3,10,6,4,2,3,3,0,0
I1,Sassuolo,Crotone,2,1,H,0,0,D,16,8,7,2,10,15,8,6,3,2,0,0
I1,Spal,Verona,2,2,D,0,0,D,19,16,10,8,14,15,8,6,3,2,0,0
I1,Udinese,Benevento,2,0,H,2,0,H,9,20,2,5,16,15,3,9,1,2,0,0
I1,Lazio,Torino,1,3,A,0,0,D,20,18,7,6,7,16,13,2,1,1,1,0
I1,Genoa,Atalanta,1,2,A,1,1,D,15,13,4,7,14,20,7,5,3,2,0,0
I1,Inter,Udinese,1,3,A,1,1,D,26,8,8,5,9,16,15,3,1,4,0,0
I1,Roma,Cagliari,1,0,H,0,0,D,21,3,6,0,14,15,5,1,1,3,0,0
I1,Torino,Napoli,1,3,A,0,3,A,8,12,2,4,8,8,4,5,1,1,0,0
I1,Atalanta,Lazio,3,3,D,2,2,D,13,13,6,4,5,12,5,7,2,2,0,0
I1,Benevento,Spal,1,2,A,0,0,D,16,14,4,5,14,11,6,3,2,3,0,0
I1,Bologna,Juventus,0,3,A,0,2,A,3,11,1,6,9,9,3,7,3,1,0,0
I1,Crotone,Chievo,1,0,H,1,0,H,15,15,6,4,17,13,6,4,4,4,0,0
I1,Fiorentina,Genoa,0,0,D,0,0,D,22,5,4,3,13,9,3,4,2,2,0,0
I1,Sampdoria,Sassuolo,0,1,A,0,0,D,13,15,2,7,15,16,7,5,1,6,0,0
I1,Verona,Milan,3,0,H,1,0,H,6,30,4,8,12,13,4,13,3,2,0,1
I1,Cagliari,Fiorentina,0,1,A,0,0,D,8,26,1,7,14,13,7,10,2,2,1,0
I1,Chievo,Bologna,2,3,A,1,1,D,21,9,8,5,13,13,7,5,2,2,0,1
I1,Genoa,Benevento,1,0,H,0,0,D,15,12,5,3,14,17,8,4,2,5,0,0
I1,Juventus,Roma,1,0,H,1,0,H,22,13,7,3,9,13,3,5,2,3,0,0
I1,Lazio,Crotone,4,0,H,0,0,D,19,8,6,2,12,7,10,3,1,2,0,0
I1,Milan,Atalanta,0,2,A,0,1,A,23,11,5,7,17,11,7,4,2,0,0,0
I1,Napoli,Sampdoria,3,2,H,3,2,H,14,6,9,2,17,15,2,2,4,5,1,0
I1,Sassuolo,Inter,1,0,H,1,0,H,9,16,4,4,14,18,1,10,1,2,0,0
I1,Spal,Torino,2,2,D,1,2,A,15,15,4,5,12,21,9,3,4,2,0,0
I1,Udinese,Verona,4,0,H,2,0,H,27,3,10,0,12,15,7,1,0,3,0,0
I1,Crotone,Napoli,0,1,A,0,1,A,5,23,2,7,10,6,2,15,1,2,0,0
I1,Atalanta,Cagliari,1,2,A,0,2,A,25,4,6,3,6,19,5,3,0,5,0,1
I1,Benevento,Chievo,1,0,H,0,0,D,18,9,9,3,14,17,7,1,1,2,0,0
I1,Bologna,Udinese,1,2,A,1,1,D,12,7,3,4,14,16,8,0,2,3,0,0
I1,Fiorentina,Milan,1,1,D,0,0,D,18,8,6,4,11,12,2,5,1,1,0,0
I1,Inter,Lazio,0,0,D,0,0,D,10,12,3,4,13,9,10,8,2,1,0,0
I1,Roma,Sassuolo,1,1,D,1,0,H,21,15,4,5,13,12,7,4,1,2,0,0
I1,Sampdoria,Spal,2,0,H,0,0,D,20,9,8,2,16,15,11,3,3,4,0,0
I1,Torino,Genoa,0,0,D,0,0,D,17,3,6,1,25,23,8,3,1,3,0,0
I1,Verona,Juventus,1,3,A,0,1,A,3,18,1,8,22,4,6,6,2,0,0,0
I1,Chievo,Udinese,1,1,D,1,1,D,11,9,6,1,6,20,5,5,0,1,0,0
I1,Fiorentina,Inter,1,1,D,0,0,D,23,13,4,4,9,11,7,5,2,3,0,0
I1,Benevento,Sampdoria,3,2,H,0,1,A,16,13,4,6,10,9,6,7,1,1,0,1
I1,Cagliari,Juventus,0,1,A,0,0,D,9,16,2,2,17,13,5,3,1,2,0,0
I1,Genoa,Sassuolo,1,0,H,0,0,D,7,10,3,1,17,16,5,5,3,1,0,0
I1,Milan,Crotone,1,0,H,0,0,D,26,8,9,2,17,16,14,0,2,2,0,0
I1,Napoli,Verona,2,0,H,0,0,D,24,3,9,1,9,8,5,1,0,4,0,0
I1,Roma,Atalanta,1,2,A,0,2,A,18,11,5,4,12,6,12,7,1,3,0,1
I1,Spal,Lazio,2,5,A,2,4,A,13,15,4,7,8,14,9,4,2,3,0,0
I1,Torino,Bologna,3,0,H,1,0,H,19,6,6,1,13,12,4,5,1,2,0,0
I1,Atalanta,Napoli,0,1,A,0,0,D,9,12,3,3,10,13,8,7,0,2,0,0
I1,Bologna,Benevento,3,0,H,1,0,H,8,4,6,1,11,15,5,3,4,2,0,0
I1,Cagliari,Milan,1,2,A,1,2,A,12,16,3,6,23,17,5,8,5,4,1,1
I1,Inter,Roma,1,1,D,0,1,A,17,7,7,1,13,13,6,5,2,0,0,0
I1,Lazio,Chievo,5,1,H,2,1,H,18,9,11,3,5,3,2,2,1,0,0,0
I1,Sampdoria,Fiorentina,3,1,H,1,0,H,14,12,10,5,5,16,7,4,1,2,0,0
I1,Sassuolo,Torino,1,1,D,0,1,A,18,9,6,4,16,15,6,7,4,2,0,0
I1,Udinese,Spal,1,1,D,1,0,H,6,14,1,4,23,12,5,7,2,3,0,0
I1,Verona,Crotone,0,3,A,0,1,A,10,9,2,5,13,15,5,1,1,5,1,0
I1,Juventus,Genoa,1,0,H,1,0,H,15,3,5,0,23,17,4,3,1,5,0,0
I1,Lazio,Udinese,3,0,H,1,0,H,11,12,7,4,8,5,3,6,0,2,0,0
I1,Sampdoria,Roma,1,1,D,1,0,H,13,20,3,4,10,12,6,7,1,3,0,0
I1,Chievo,Juventus,0,2,A,0,0,D,1,16,1,7,9,11,2,4,2,2,2,0
I1,Sassuolo,Atalanta,0,3,A,0,1,A,10,17,1,10,11,11,5,7,2,0,1,0
I1,Crotone,Cagliari,1,1,D,1,1,D,13,6,6,3,18,15,9,4,2,2,0,1
I1,Fiorentina,Verona,1,4,A,0,2,A,28,8,6,5,13,16,11,3,3,4,0,0
I1,Genoa,Udinese,0,1,A,0,0,D,19,6,2,1,11,17,10,3,2,0,0,1
I1,Milan,Lazio,2,1,H,2,1,H,11,13,5,4,8,14,4,3,2,6,0,0
I1,Napoli,Bologna,3,1,H,2,1,H,9,10,4,5,7,13,7,3,1,2,0,0
I1,Roma,Sampdoria,0,1,A,0,0,D,19,15,8,10,8,7,10,10,2,2,0,0
I1,Spal,Inter,1,1,D,0,0,D,12,10,3,6,7,26,4,6,1,0,0,0
I1,Torino,Benevento,3,0,H,3,0,H,14,6,5,1,14,10,6,3,2,1,0,1
I1,Inter,Crotone,1,1,D,1,0,H,11,11,2,2,14,8,7,4,1,3,0,0
I1,Sampdoria,Torino,1,1,D,1,1,D,9,14,3,5,15,19,6,4,3,4,0,1
I1,Atalanta,Chievo,1,0,H,0,0,D,24,4,4,0,11,14,10,3,0,1,0,0
I1,Benevento,Napoli,0,2,A,0,1,A,14,17,4,5,4,6,4,5,1,0,0,0
I1,Bologna,Fiorentina,1,2,A,1,1,D,8,11,4,6,11,12,4,4,2,1,0,0
I1,Cagliari,Spal,2,0,H,1,0,H,10,10,4,3,26,16,6,3,5,2,0,0
I1,Juventus,Sassuolo,7,0,H,4,0,H,17,5,10,1,8,8,5,1,0,2,0,0
I1,Udinese,Milan,1,1,D,0,1,A,13,15,3,4,18,13,5,5,2,2,0,1
I1,Verona,Roma,0,1,A,0,1,A,9,17,1,8,17,7,4,6,3,1,0,1
I1,Lazio,Genoa,1,2,A,0,0,D,22,6,5,4,7,9,8,1,0,1,0,0
I1,Fiorentina,Juventus,0,2,A,0,0,D,12,4,2,3,12,17,2,5,4,3,0,0
I1,Crotone,Atalanta,1,1,D,0,0,D,9,13,4,4,16,13,4,9,4,2,0,0
I1,Napoli,Lazio,4,1,H,1,1,D,17,5,7,1,5,10,2,2,0,3,0,0
I1,Spal,Milan,0,4,A,0,1,A,8,21,0,9,17,16,3,5,3,3,0,0
I1,Chievo,Genoa,0,1,A,0,0,D,6,10,1,3,16,17,3,7,1,1,0,0
I1,Inter,Bologna,2,1,H,1,1,D,15,8,5,4,18,17,7,2,1,3,0,2
I1,Roma,Benevento,5,2,H,1,1,D,20,6,9,3,9,7,10,3,0,0,0,0
I1,Sampdoria,Verona,2,0,H,0,0,D,22,6,10,1,10,15,8,4,1,1,0,0
I1,Sassuolo,Cagliari,0,0,D,0,0,D,15,5,1,2,12,15,4,2,0,1,0,0
I1,Torino,Udinese,2,0,H,1,0,H,14,12,7,0,12,16,7,3,2,1,0,0
I1,Chievo,Cagliari,2,1,H,0,0,D,9,5,5,3,10,23,7,1,2,3,0,0
I1,Genoa,Inter,2,0,H,1,0,H,9,14,2,5,11,9,10,8,0,1,0,0
I1,Udinese,Roma,0,2,A,0,0,D,8,18,3,7,11,10,2,7,3,1,0,0
I1,Atalanta,Fiorentina,1,1,D,1,1,D,7,17,3,2,10,18,2,5,2,6,0,1
I1,Benevento,Crotone,3,2,H,1,1,D,16,19,8,3,14,10,7,4,5,2,0,0
I1,Bologna,Sassuolo,2,1,H,1,1,D,10,19,6,6,12,19,2,9,1,4,0,1
I1,Milan,Sampdoria,1,0,H,1,0,H,20,9,8,2,13,15,11,1,1,3,0,0
I1,Napoli,Spal,1,0,H,1,0,H,19,4,5,1,10,11,10,1,1,4,0,0
I1,Torino,Juventus,0,1,A,0,1,A,6,8,3,3,14,8,2,3,1,1,0,0
I1,Lazio,Verona,2,0,H,0,0,D,33,5,10,0,7,10,11,2,0,1,0,0
I1,Bologna,Genoa,2,0,H,0,0,D,7,16,4,3,9,12,2,8,2,0,0,0
I1,Inter,Benevento,2,0,H,0,0,D,9,10,4,1,15,14,6,2,2,3,0,1
I1,Crotone,Spal,2,3,A,0,1,A,17,10,7,6,19,13,5,4,1,4,0,0
I1,Fiorentina,Chievo,1,0,H,1,0,H,14,5,5,2,16,17,9,10,1,1,0,0
I1,Roma,Milan,0,2,A,0,0,D,18,10,3,5,11,6,9,3,0,0,0,0
I1,Sampdoria,Udinese,2,1,H,1,0,H,14,16,3,4,11,16,5,4,2,2,0,0
I1,Sassuolo,Lazio,0,3,A,0,2,A,15,6,4,4,11,10,4,0,3,3,1,1
I1,Verona,Torino,2,1,H,1,0,H,7,12,4,2,12,19,7,7,3,1,0,0
I1,Cagliari,Napoli,0,5,A,0,2,A,7,18,3,8,12,5,1,2,2,1,0,0
I1,Lazio,Juventus,0,1,A,0,0,D,4,6,2,1,16,11,4,4,3,2,0,0
I1,Napoli,Roma,2,4,A,1,2,A,26,11,13,5,7,8,10,2,1,2,0,0
